ID,name,Food Group,Calories,Fat,Protein,Carbohydrate,Sugars,Fiber,Saturated Fat,Calcium,Iron,Potassium,Magnesium,Vitamin A,Vitamin C,Vitamin B12,Vitamin E,Phosphorus,Sodium,Zinc,Copper,Manganese,Selenium,Thiamin,Riboflavin,Niacin,Vitamin B6,Folate,Choline,Vitamin D,Vitamin K
167522,Dutch Apple Pie,Baked Foods,290.0,11.5,2.17,44.54,22.02,1.6,2.313,14,0.91,76,8,18,5.7,0.0,0.96,29,200,0.19,0.148,0.233,2.2,0.193,0.067,1.094,0.039,21,17.0,0,16.4
167532,Bread White Wheat,Baked Foods,238.0,2.15,10.66,43.91,5.0,9.2,0.63,684,4.89,127,26,0,0.0,0.0,0.38,103,478,0.95,0.149,0.634,16.1,0.51,0.255,4.455,0.08,127,8.1,0,7.7
167667,Egg Rolls Assorted,Restaurant Foods,250.0,11.94,8.28,27.29,0.0,2.6,2.116,40,1.41,165,18,0,0.0,0.44,0.0,85,468,0.62,0.148,0.245,0.0,0.165,0.077,2.725,0.167,0,17.9,0,58.9
167674,Lemon Chicken,Restaurant Foods,252.0,13.55,11.87,20.61,8.18,1.0,2.033,40,1.22,161,16,3,2.3,0.11,1.28,136,252,0.51,0.04,0.089,13.0,0.053,0.07,3.776,0.25,9,28.6,5,24.4
167676,Kung Pao Chicken,Restaurant Foods,129.0,6.98,9.76,6.87,3.03,1.5,1.352,20,0.76,218,24,65,7.1,0.11,1.02,94,402,0.74,0.073,0.256,8.1,0.032,0.055,2.757,0.243,16,37.4,0,13.6
167746,Lemons,Fruits,29.0,0.3,1.1,9.32,2.5,2.8,0.039,26,0.6,138,8,1,53.0,0.0,0.15,16,2,0.06,0.037,0.03,0.4,0.04,0.02,0.1,0.08,11,5.1,0,0.0
167747,Lemon Juice Raw,Fruits,22.0,0.24,0.35,6.9,2.52,0.3,0.04,6,0.08,103,6,0,38.7,0.0,0.15,8,1,0.05,0.016,0.012,0.1,0.024,0.015,0.091,0.046,20,5.1,0,0.0
167755,Raspberries,Fruits,52.0,0.65,1.2,11.94,4.42,6.5,0.019,25,0.69,151,22,2,26.2,0.0,0.87,29,1,0.42,0.09,0.67,0.2,0.032,0.038,0.598,0.055,21,12.3,0,7.8
167762,Strawberries,Fruits,32.0,0.3,0.67,7.68,4.89,2.0,0.015,16,0.41,153,13,1,58.8,0.0,0.29,24,1,0.14,0.048,0.386,0.4,0.024,0.022,0.386,0.047,24,5.7,0,2.2
167765,Watermelon,Fruits,30.0,0.15,0.61,7.55,6.2,0.4,0.016,7,0.24,112,10,28,8.1,0.0,0.05,11,1,0.1,0.042,0.038,0.4,0.033,0.021,0.178,0.045,3,4.1,0,0.1
168081,Sweet And Sour Chicken,Restaurant Foods,250.0,12.65,10.1,23.86,11.47,1.0,1.933,45,2.12,158,15,18,2.4,0.09,0.82,135,246,0.42,0.039,0.152,11.5,0.053,0.043,3.657,0.257,11,24.2,7,22.5
168082,Sweet And Sour Pork,Restaurant Foods,270.0,15.66,8.91,23.34,10.34,1.0,2.68,46,3.07,152,13,29,2.3,0.19,0.89,133,304,1.07,0.06,0.173,9.7,0.235,0.103,2.112,0.17,0,32.5,0,27.9
168148,Frog Legs,Fish,73.0,0.3,16.4,0.0,0.0,0.0,0.076,18,1.5,285,20,15,0.0,0.4,1.0,147,58,1.0,0.25,0.0,14.1,0.14,0.25,1.2,0.12,15,65.0,8,0.1
168153,Kiwifruit,Fruits,61.0,0.52,1.14,14.66,8.99,3.0,0.029,34,0.31,312,17,4,92.7,0.0,1.46,34,3,0.14,0.13,0.098,0.2,0.027,0.025,0.341,0.063,25,7.8,0,40.3
168177,Pears,Fruits,42.0,0.23,0.5,10.65,7.05,3.6,0.012,4,0.0,121,8,0,3.8,0.0,0.12,11,0,0.02,0.05,0.06,0.1,0.009,0.01,0.219,0.022,8,5.1,0,4.5
168192,Durian,Fruits,147.0,5.33,1.47,27.09,0.0,3.8,0.0,6,0.43,436,30,2,19.7,0.0,0.0,39,2,0.28,0.207,0.325,0.0,0.374,0.2,1.074,0.316,36,0.0,0,0.0
168277,Bacon,Meats,393.0,37.13,13.66,0.0,0.35,0.0,12.615,6,0.38,201,13,11,0.0,0.5,0.43,166,751,1.14,0.046,0.012,20.1,0.276,0.081,4.022,0.266,0,47.8,16,0.0
168395,Cucumber,Vegetables,33.0,0.58,4.83,4.72,0.0,0.0,0.083,19,0.89,194,23,0,35.6,0.0,0.0,38,7,0.44,0.174,0.199,0.6,0.362,0.273,3.024,0.093,47,0.0,0,0.0
168401,Beans,Vegetables,94.0,0.74,3.11,22.33,3.59,2.8,0.114,3,0.61,251,29,12,4.8,0.0,0.08,75,4,0.63,0.046,0.142,0.7,0.174,0.069,1.517,0.224,31,0.0,0,0.4
168409,Mushrooms,Vegetables,15.0,0.11,0.65,3.63,1.67,0.5,0.037,16,0.28,147,13,5,2.8,0.0,0.03,24,2,0.2,0.041,0.079,0.3,0.027,0.033,0.098,0.04,7,6.0,0,16.4
168421,Leeks,Vegetables,35.0,1.49,2.92,4.42,0.99,4.1,0.178,254,1.6,348,33,241,93.4,0.0,0.66,55,53,0.39,0.053,0.92,0.9,0.113,0.347,1.18,0.147,62,0.5,0,389.6
168434,Mustard Spinach,Vegetables,22.0,0.1,2.5,4.3,1.72,0.6,0.014,18,0.4,448,9,0,0.0,0.1,0.01,120,6,1.1,0.5,0.142,26.0,0.095,0.49,3.8,0.11,25,22.1,3,0.0
168438,Cooked Pumpkin,Vegetables,22.0,0.3,2.2,3.9,0.0,2.8,0.015,210,1.5,449,11,495,130.0,0.0,0.0,28,21,0.17,0.075,0.407,0.8,0.068,0.093,0.678,0.153,159,0.0,0,0.0
168449,Radishes,Vegetables,20.0,0.07,0.72,4.9,2.08,1.1,0.037,15,0.57,230,9,288,4.7,0.0,0.8,30,1,0.23,0.091,0.089,0.2,0.031,0.078,0.413,0.044,9,6.2,0,0.8
168452,Seaweed,Vegetables,17.0,0.24,0.67,3.43,1.83,1.6,0.073,17,0.15,285,9,0,15.1,0.0,0.0,24,13,0.13,0.101,0.033,0.7,0.0,0.023,0.15,0.038,17,6.8,0,0.3
168457,Spinach,Vegetables,43.0,0.56,1.68,9.57,0.6,1.3,0.247,168,2.85,89,121,6,3.0,0.0,0.87,42,233,1.23,0.13,0.2,0.7,0.05,0.15,0.47,0.002,180,12.8,0,66.0
168463,Taro,Vegetables,23.0,0.26,2.97,3.75,0.43,2.4,0.043,136,3.57,466,87,524,9.8,0.0,2.08,56,70,0.76,0.174,0.935,1.5,0.095,0.236,0.49,0.242,146,19.7,0,493.6
168486,Bamboo,Vegetables,142.0,0.11,0.52,34.6,0.49,5.1,0.023,18,0.72,484,30,4,5.0,0.0,2.93,76,15,0.27,0.201,0.449,0.9,0.107,0.028,0.51,0.331,19,21.3,0,1.2
168497,Broccoli,Vegetables,11.0,0.22,1.53,1.52,0.0,1.0,0.051,12,0.24,533,3,0,0.0,0.0,0.0,20,240,0.47,0.082,0.113,0.4,0.02,0.05,0.3,0.098,2,0.0,0,0.0
168914,Rice Noodles,Grains and Pasta,108.0,0.2,1.79,24.01,0.03,1.0,0.023,4,0.14,4,3,0,0.0,0.0,0.03,20,19,0.25,0.038,0.114,4.5,0.018,0.004,0.072,0.006,1,1.6,0,0.0
168922,Cornmeal,Grains and Pasta,370.0,1.75,7.11,79.45,1.61,3.9,0.22,3,4.36,142,32,0,0.0,0.0,0.12,99,7,0.66,0.076,0.174,10.5,0.551,0.382,4.968,0.182,209,8.6,0,0.0
169093,Melon,Fruits,28.0,0.1,1.11,6.58,5.69,0.9,0.025,11,0.34,182,11,0,21.8,0.0,0.05,5,9,0.07,0.06,0.035,0.4,0.015,0.031,0.232,0.163,8,7.6,0,2.5
169097,Oranges,Fruits,47.0,0.12,0.94,11.75,9.35,2.4,0.015,40,0.1,181,10,11,53.2,0.0,0.18,14,0,0.07,0.045,0.025,0.5,0.087,0.04,0.282,0.06,30,8.4,0,0.0
169098,Orange Juice,Fruits,45.0,0.2,0.7,10.4,8.4,0.2,0.024,11,0.2,200,11,10,50.0,0.0,0.04,17,1,0.05,0.044,0.014,0.1,0.09,0.03,0.4,0.04,30,6.2,0,0.1
169124,Pineapple,Fruits,50.0,0.12,0.54,13.12,9.85,1.4,0.009,13,0.29,109,12,3,47.8,0.0,0.02,8,1,0.12,0.11,0.927,0.1,0.079,0.032,0.5,0.112,18,5.5,0,0.7
169228,Kale,Vegetables,25.0,0.18,0.98,5.88,3.53,3.0,0.034,9,0.23,229,14,1,2.2,0.0,0.3,24,2,0.16,0.081,0.232,0.3,0.039,0.037,0.649,0.084,22,6.9,0,3.5
169246,Onions,Vegetables,61.0,0.3,1.5,14.15,3.9,1.8,0.04,59,2.1,180,28,83,12.0,0.0,0.92,35,20,0.12,0.12,0.481,1.0,0.06,0.03,0.4,0.233,64,9.5,0,47.0
169704,Brown Rice,Grains and Pasta,123.0,0.97,2.74,25.58,0.24,1.6,0.26,3,0.56,86,39,0,0.0,0.0,0.17,103,4,0.71,0.106,0.974,5.8,0.178,0.069,2.561,0.123,9,9.2,0,0.2
169732,Egg Noodles,Grains and Pasta,138.0,2.07,4.54,25.16,0.4,1.2,0.419,12,1.47,38,21,6,0.0,0.09,0.17,76,5,0.65,0.098,0.315,23.9,0.289,0.136,2.077,0.046,84,25.7,4,0.0
169910,Mangos,Fruits,60.0,0.38,0.82,14.98,13.66,1.6,0.092,11,0.16,168,10,54,36.4,0.0,0.9,14,1,0.09,0.111,0.063,0.6,0.028,0.038,0.669,0.119,43,7.6,0,4.2
169911,Honeydew Melon,Fruits,36.0,0.14,0.54,9.09,8.12,0.8,0.038,6,0.17,228,10,3,18.0,0.0,0.02,11,18,0.09,0.024,0.027,0.7,0.038,0.012,0.418,0.088,19,7.6,0,2.9
169926,Papaya,Fruits,43.0,0.26,0.47,10.82,7.82,1.7,0.081,20,0.25,182,21,47,60.9,0.0,0.3,10,8,0.08,0.045,0.04,0.6,0.023,0.027,0.357,0.038,37,6.1,0,2.6
169949,Plums,Fruits,46.0,0.28,0.7,11.42,9.92,1.4,0.017,6,0.17,157,7,17,9.5,0.0,0.26,16,0,0.1,0.057,0.052,0.0,0.028,0.026,0.417,0.029,5,1.9,0,6.4
169967,Cabbage,Vegetables,35.0,0.41,2.38,7.18,1.39,3.3,0.079,40,0.67,293,21,77,64.9,0.0,1.45,67,41,0.45,0.061,0.194,1.6,0.063,0.123,0.553,0.2,108,40.1,0,141.1
169975,Carrots,Vegetables,25.0,0.1,1.28,5.8,3.2,2.5,0.034,40,0.47,170,12,5,36.6,0.0,0.15,26,18,0.18,0.019,0.16,0.3,0.061,0.04,0.234,0.124,43,10.7,0,76.0
169985,Eggplant,Vegetables,160.0,0.28,1.36,38.06,1.7,1.8,0.074,16,0.27,271,21,1,20.6,0.0,0.19,27,14,0.34,0.1,0.384,0.7,0.087,0.048,0.854,0.088,27,23.7,0,1.9
170000,Peas,Vegetables,40.0,0.1,1.1,9.34,4.24,1.7,0.042,23,0.21,146,10,0,7.4,0.0,0.02,29,4,0.17,0.039,0.129,0.5,0.046,0.027,0.116,0.12,19,6.1,0,0.4
170150,Sesame,Nuts and Seeds,573.0,49.67,17.73,23.45,0.3,11.8,6.957,975,14.55,468,351,0,0.0,0.0,0.25,629,11,7.75,4.082,2.46,34.4,0.791,0.247,4.515,0.79,97,25.6,0,0.0
170162,Cashews,Nuts and Seeds,553.0,43.85,18.22,30.19,5.91,3.3,7.783,37,6.68,660,292,0,0.5,0.0,0.9,593,12,5.78,2.195,1.655,19.9,0.423,0.058,1.062,0.417,25,0.0,0,34.1
170173,Coconut Milk,Nuts and Seeds,197.0,21.33,2.02,2.81,0.0,0.0,18.915,18,3.3,220,46,0,1.0,0.0,0.0,96,13,0.56,0.223,0.768,0.0,0.022,0.0,0.637,0.028,14,8.5,0,0.0
170174,Coconut Water,Nuts and Seeds,19.0,0.2,0.72,3.71,2.61,1.1,0.176,24,0.29,250,25,0,2.4,0.0,0.0,20,105,0.1,0.04,0.142,1.0,0.03,0.057,0.08,0.032,3,1.1,0,0.0
170182,Pecans,Nuts and Seeds,691.0,71.97,9.17,13.86,3.97,9.6,6.18,70,2.53,410,121,3,1.1,0.0,1.4,277,0,4.53,1.2,4.5,3.8,0.66,0.13,1.167,0.21,22,40.5,0,3.5
170184,Pistachio Nuts,Nuts and Seeds,560.0,45.32,20.16,27.17,7.66,10.6,5.907,105,3.92,1025,121,26,5.6,0.0,2.86,490,1,2.2,1.3,1.2,7.0,0.87,0.16,1.3,1.7,51,0.0,0,0.0
170307,Subway Subway Club Sub On White Bread With Lettuce And Tomato,Fast Foods,146.0,2.42,10.66,20.36,3.19,1.4,0.57,153,1.93,265,22,2,0.8,0.2,0.24,131,348,1.18,0.081,0.278,16.8,0.277,0.24,4.507,0.222,65,0.0,0,0.0
170310,Subway Steak & Cheese Sub On White Bread With American Cheese Lettuce And Tomato,Fast Foods,183.0,5.34,12.29,21.49,3.41,1.2,2.032,183,2.02,183,22,12,0.6,0.58,0.4,132,444,1.98,0.086,0.28,17.5,0.253,0.263,3.583,0.194,63,0.0,0,0.0
170312,Subway B.l.t. Sub On White Bread With Bacon Lettuce And Tomato,Fast Foods,205.0,6.41,10.06,26.66,3.61,1.6,1.917,210,2.14,186,22,3,1.3,0.18,0.29,101,354,0.96,0.101,0.376,23.2,0.405,0.28,4.85,0.1,89,0.0,0,0.0
170314,Subway Oven Roasted Chicken Sub On White Bread With Lettuce And Tomato,Fast Foods,157.0,3.15,10.84,21.35,2.99,1.2,0.724,154,1.72,198,22,5,1.2,0.08,0.42,145,268,0.66,0.076,0.282,16.8,1.157,0.23,5.21,0.259,68,0.0,0,0.0
170315,Subway Cold Cut Sub On White Bread With Lettuce And Tomato,Fast Foods,214.0,10.04,10.52,20.43,3.18,1.2,3.554,171,1.81,282,20,22,7.5,0.22,0.41,112,575,1.05,0.084,0.354,19.9,0.343,0.267,4.323,0.203,66,32.9,0,0.0
170316,Subway Tuna Sub,Fast Foods,221.0,12.04,12.33,15.95,1.93,0.7,2.192,136,1.57,177,22,11,0.0,1.06,1.57,109,329,0.67,0.075,0.214,39.2,0.19,0.217,7.727,0.271,51,30.5,0,0.0
170319,McDonalds Filet-O-Fish,Fast Foods,282.0,14.64,11.26,26.39,3.67,1.4,2.833,120,1.56,220,27,0,0.3,1.08,1.17,137,434,0.58,0.066,0.262,25.5,0.211,0.13,2.22,0.0,21,0.0,0,4.9
170320,McDonalds Cheeseburger,Fast Foods,263.0,11.79,12.97,27.81,6.22,1.1,4.435,167,2.35,200,20,0,0.6,0.86,0.0,140,626,1.91,0.097,0.23,0.0,0.223,0.26,4.026,0.0,59,0.0,0,0.0
170321,McDonalds Quarter Pounder,Fast Foods,244.0,11.55,14.1,22.17,5.13,1.6,4.008,84,2.41,227,22,0,0.9,1.28,0.0,124,427,2.69,0.107,0.199,0.0,0.183,0.344,4.452,0.0,56,0.0,0,0.0
170327,Burger King French Fries,Fast Foods,280.0,12.48,3.23,38.7,0.51,2.9,2.137,17,0.73,467,27,0,2.2,0.0,2.45,119,279,0.44,0.127,0.213,0.0,0.143,0.033,2.163,0.327,0,28.9,0,11.1
170328,Burger King Hamburger,Fast Foods,261.0,10.55,14.85,26.76,5.6,1.0,3.821,76,2.87,217,25,0,0.2,0.0,0.04,126,461,2.38,0.121,0.327,24.9,0.334,0.227,3.947,0.101,64,0.0,0,5.5
170329,Burger King Cheeseburger,Fast Foods,286.0,14.81,14.57,23.71,4.49,1.0,6.842,93,2.5,178,24,0,0.2,0.0,0.1,143,602,2.4,0.11,0.29,24.4,0.303,0.24,3.4,0.09,0,0.0,0,5.7
170330,Burger King Premium Fish Sandwich,Fast Foods,260.0,12.45,10.29,26.69,3.53,0.9,1.949,37,1.5,206,25,0,0.2,0.0,0.0,116,602,0.49,0.075,0.264,24.3,0.197,0.18,2.09,0.036,0,0.0,0,22.5
170331,Burger King Original Chicken Sandwich,Fast Foods,286.0,14.69,12.14,26.22,3.02,2.4,2.723,46,1.79,196,23,0,0.2,0.0,0.0,128,638,0.62,0.089,0.401,23.4,0.281,0.16,4.71,0.154,33,0.0,0,23.7
170338,Popeyes Spicy Chicken Strips Analyzed 2006,Fast Foods,253.0,11.2,19.61,18.52,0.0,1.2,4.743,12,1.01,289,28,0,0.0,0.2,0.0,276,997,0.6,0.071,0.222,18.9,0.117,0.13,8.69,0.426,0,0.0,0,0.0
170339,KFC Biscuit,Fast Foods,358.0,17.05,7.5,43.55,4.04,2.0,11.916,55,2.86,115,16,0,0.0,0.0,0.26,538,1070,0.5,0.087,0.422,15.2,0.433,0.313,3.897,0.063,81,0.0,0,0.0
170340,KFC Coleslaw,Fast Foods,144.0,8.64,0.91,15.65,13.54,2.0,1.303,28,0.21,140,9,1,14.6,0.03,0.54,20,189,0.15,0.016,0.121,0.0,0.037,0.015,0.206,0.121,0,0.0,0,70.9
170341,KFC Crispy Chicken Strips,Fast Foods,274.0,15.42,20.25,13.66,0.0,1.4,2.887,25,0.69,333,33,0,0.0,0.17,0.9,298,948,0.68,0.074,0.258,18.1,0.083,0.051,8.562,0.474,0,0.0,0,9.4
170342,KFC Fried Chicken Original Recipe Wing Meat Only Skin And Breading Removed,Fast Foods,216.0,10.49,28.65,1.76,0.0,0.0,2.321,40,0.98,286,23,9,0.0,0.45,0.66,249,738,1.82,0.069,0.061,36.0,0.064,0.243,7.18,0.233,0,120.6,0,0.0
170343,KFC Fried Chicken Extra Crispy Skin And Breading,Fast Foods,464.0,36.61,10.96,22.54,0.0,1.5,7.541,41,0.67,170,18,35,0.0,0.36,0.0,149,828,0.61,1.011,0.308,11.9,0.015,0.072,3.423,0.127,0,0.0,0,0.0
170344,KFC Fried Chicken Extra Crispy Breast Meat Only Skin And Breading Removed,Fast Foods,153.0,4.82,27.25,0.25,0.0,0.0,1.196,20,0.51,309,28,0,0.0,0.3,0.0,253,477,0.89,0.044,0.048,27.8,0.06,0.127,10.897,0.416,0,0.0,0,0.0
170345,KFC Fried Chicken Extra Crispy Drumstick Meat Only Skin And Breading Removed,Fast Foods,170.0,7.43,25.9,0.0,0.0,0.0,1.893,16,1.05,273,23,0,0.0,0.63,0.0,224,526,2.51,0.084,0.056,30.9,0.05,0.262,5.244,0.247,0,0.0,0,0.0
170346,KFC Fried Chicken Original Recipe Thigh Meat And Skin With Breading,Fast Foods,269.0,17.73,18.9,8.46,0.0,0.0,4.123,64,0.88,237,22,15,0.0,0.4,0.77,230,781,1.44,0.082,0.161,23.5,0.085,0.259,5.524,0.138,0,64.5,0,0.0
170347,KFC Fried Chicken Original Recipe Wing Meat And Skin With Breading,Fast Foods,297.0,18.9,21.7,9.93,0.0,0.0,4.251,77,0.93,266,24,14,0.0,0.39,0.92,250,884,1.36,0.075,0.175,27.0,0.072,0.221,6.335,0.188,0,62.7,0,0.0
170348,KFC Fried Chicken Breast,Fast Foods,268.0,16.55,21.24,8.47,0.0,0.0,3.538,27,0.57,258,24,0,0.0,0.32,0.0,215,607,0.78,0.4,0.144,21.9,0.043,0.107,8.139,0.309,0,0.0,0,0.0
170349,KFC Fried Chicken Extra Crispy Drumstick Meat And Skin With Breading,Fast Foods,274.0,17.73,20.62,7.96,0.0,0.0,3.887,25,0.91,237,21,0,0.0,0.54,0.0,198,632,1.84,0.411,0.145,24.2,0.037,0.195,4.601,0.204,0,0.0,0,0.0
170350,Popeyes Fried Chicken Mild Skin And Breading,Fast Foods,433.0,32.32,13.96,21.54,0.0,1.0,11.75,26,1.73,192,19,25,0.0,0.38,0.2,119,769,0.67,0.069,0.241,22.6,0.165,0.283,5.353,0.107,0,0.0,0,0.0
170351,Popeyes Fried Chicken Mild Thigh Meat Only Skin And Breading Removed,Fast Foods,188.0,9.66,24.31,0.85,0.0,0.0,2.938,34,1.03,294,24,13,0.0,0.59,0.28,187,601,2.01,0.098,0.037,34.2,0.111,0.407,6.02,0.364,0,0.0,0,0.0
170352,Popeyes Fried Chicken Mild Wing Meat Only Skin And Breading Removed,Fast Foods,212.0,9.42,28.94,2.9,0.0,0.0,3.079,38,0.92,314,26,10,0.0,0.75,0.39,188,814,2.02,0.093,0.041,42.7,0.098,0.297,8.127,0.3,0,141.2,0,0.0
170353,Popeyes Fried Chicken Mild Breast Meat And Skin With Breading,Fast Foods,274.0,16.47,21.67,9.83,0.0,0.4,5.765,23,0.74,283,25,16,0.0,0.36,0.0,191,540,0.76,0.043,0.109,29.4,0.102,0.164,8.988,0.389,0,0.0,0,0.0
170354,Popeyes Fried Chicken Mild Drumstick Meat And Skin With Breading,Fast Foods,293.0,19.14,20.44,9.84,0.0,0.0,6.591,20,1.06,261,22,0,0.0,0.62,0.0,171,588,1.76,0.074,0.121,27.9,0.101,0.25,5.443,0.235,0,0.0,0,0.0
170369,Pizza Hut 14 Inch Pepperoni Pizza Thin N Crispy Crust,Fast Foods,333.0,16.17,14.13,32.66,2.79,2.1,6.674,196,2.78,222,25,0,2.8,0.71,0.0,244,967,1.63,0.116,0.431,23.0,0.34,0.23,4.55,0.11,0,0.0,0,0.0
170372,Pizza Hut 14 Inch Sausage Pizza Pan Crust,Fast Foods,287.0,13.85,11.08,29.56,1.82,2.0,4.855,132,2.39,192,21,0,1.6,0.48,0.0,179,596,1.25,0.101,0.375,15.8,0.4,0.2,3.83,0.09,0,0.0,0,0.0
170374,Burger King Double Cheeseburger,Fast Foods,282.0,16.13,16.83,17.43,4.17,0.0,6.922,120,2.33,231,23,0,0.0,0.0,0.0,168,562,2.92,0.093,0.21,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
170393,Cassava,Vegetables,41.0,0.24,0.93,9.58,4.74,2.8,0.032,33,0.3,320,12,835,5.9,0.0,0.66,35,69,0.24,0.045,0.143,0.1,0.066,0.058,0.983,0.138,19,8.8,0,13.2
170419,Potato,Vegetables,81.0,0.4,5.42,14.45,5.67,5.7,0.071,25,1.47,244,33,38,40.0,0.0,0.13,108,5,1.24,0.176,0.41,1.8,0.266,0.132,2.09,0.169,65,28.4,0,24.8
170457,Turnip,Vegetables,18.0,0.2,0.88,3.89,2.63,1.2,0.028,10,0.27,237,11,42,13.7,0.0,0.54,24,5,0.17,0.059,0.114,0.0,0.037,0.019,0.594,0.08,15,6.7,0,7.9
170567,Almonds,Nuts and Seeds,579.0,49.93,21.15,21.55,4.35,12.5,3.802,269,3.71,733,270,0,0.0,0.0,25.63,481,1,3.12,1.031,2.179,4.1,0.205,1.138,3.618,0.137,44,52.1,0,0.0
170575,Chestnuts,Nuts and Seeds,196.0,1.25,1.63,44.17,0.0,0.0,0.235,19,0.94,484,30,1,40.2,0.0,0.0,38,2,0.49,0.418,0.336,0.0,0.144,0.016,1.102,0.352,58,0.0,0,0.0
170700,Burger King Vanilla Shake,Fast Foods,168.0,8.74,3.19,19.03,11.67,0.0,5.335,104,0.42,153,12,0,0.0,0.36,0.32,97,100,0.67,0.19,0.061,3.2,0.0,0.18,0.09,0.03,0,0.0,0,0.0
170705,Subway Sweet Onion Chicken Teriyaki Sub On White Bread With Lettuce Tomato And Sweet Onion Sauce,Fast Foods,155.0,2.37,10.91,22.54,6.06,1.2,0.505,142,1.52,285,23,3,1.1,0.11,0.38,139,305,0.64,0.071,0.282,15.4,0.273,0.213,5.063,0.282,58,0.0,0,0.0
170708,Subway Meatball Marinara Sub On White Bread (No Toppings),Fast Foods,219.0,8.45,9.77,26.01,4.98,2.1,3.124,176,2.32,275,29,15,0.4,0.55,0.79,97,437,1.19,0.133,0.426,13.8,0.25,0.253,3.547,0.132,79,0.0,0,0.0
170711,Subway Turkey Breast Sub On White Bread With Lettuce And Tomato,Fast Foods,147.0,2.31,9.12,22.42,3.09,1.3,0.476,169,1.84,253,23,2,1.2,0.12,0.28,122,317,0.66,0.075,0.297,17.0,0.27,0.227,4.617,0.176,66,0.0,0,0.0
170712,Subway Black Forest Ham Sub On White Bread With Lettuce And Tomato,Fast Foods,151.0,2.53,9.12,22.91,3.54,1.3,0.626,169,1.78,367,20,2,0.9,0.12,0.29,116,396,0.88,0.082,0.302,17.3,0.377,0.243,4.18,0.174,72,0.0,0,0.0
170713,Subway Roast Beef Sub On White Bread With Lettuce And Tomato,Fast Foods,155.0,2.73,12.17,20.34,3.0,0.7,0.972,164,2.09,188,20,6,0.0,0.44,0.29,118,329,1.5,0.081,0.267,17.0,0.23,0.257,4.183,0.275,67,34.7,0,0.0
170717,McDonalds Hamburger,Fast Foods,264.0,10.09,12.92,30.28,6.03,1.3,3.504,127,2.87,192,21,0,0.6,0.83,0.0,107,494,1.95,0.096,0.322,26.2,0.247,0.239,4.544,0.0,64,0.0,0,0.0
170719,McDonalds Quarter Pounder With Cheese,Fast Foods,258.0,14.22,14.59,19.95,4.91,1.4,5.643,144,2.1,219,22,0,0.8,1.26,0.0,161,579,2.63,0.097,0.174,0.0,0.164,0.354,3.85,0.0,51,0.0,0,0.0
170720,McDonalds Big Mac,Fast Foods,257.0,14.96,11.82,20.08,3.97,1.6,3.803,116,2.0,181,20,0,0.4,0.88,0.0,122,460,1.91,0.098,0.206,0.0,0.176,0.209,3.384,0.0,46,0.0,0,0.0
170721,McDonalds French Fries,Fast Foods,323.0,15.47,3.41,42.58,0.21,3.9,2.271,19,0.8,596,37,0,5.6,0.0,1.38,127,189,0.51,0.114,0.249,0.4,0.18,0.037,3.22,0.38,0,39.8,0,16.0
170727,Burger King Whopper No Cheese,Fast Foods,233.0,12.84,10.74,18.55,4.22,1.8,4.25,39,4.37,169,18,0,0.2,0.0,0.15,90,313,2.83,0.013,0.18,18.2,0.215,0.175,2.873,0.091,47,0.0,0,19.5
170728,Burger King Whopper With Cheese,Fast Foods,250.0,15.33,11.19,16.7,4.11,1.0,5.782,82,2.0,169,18,0,0.2,0.0,0.08,113,453,1.6,0.053,0.18,18.4,0.213,0.2,2.56,0.073,51,0.0,0,19.1
170729,Burger King Double Whopper No Cheese,Fast Foods,252.0,15.66,13.94,13.74,3.52,1.4,5.773,35,2.8,192,18,0,0.2,0.0,0.0,111,289,3.0,0.12,0.2,20.1,0.193,0.19,3.23,0.114,45,0.0,0,14.1
170730,Burger King Double Whopper With Cheese,Fast Foods,266.0,17.06,14.47,13.52,3.61,1.6,6.998,78,5.3,189,19,0,0.2,0.0,0.06,128,387,3.5,0.078,0.14,17.0,0.267,0.21,3.0,0.112,27,0.0,0,11.5
170731,Burger King Chicken Strips,Fast Foods,292.0,15.25,18.2,20.49,0.0,1.3,2.699,13,0.62,315,27,3,1.1,0.15,3.93,291,859,0.7,0.073,0.278,16.1,0.09,0.137,7.96,0.402,9,0.0,0,6.3
170737,KFC Popcorn Chicken,Fast Foods,351.0,21.74,17.67,21.18,0.0,1.0,3.954,32,1.42,288,28,0,0.0,0.14,1.32,299,1140,0.98,0.078,0.232,26.1,0.177,0.13,8.108,0.502,0,0.0,0,17.4
170738,KFC Fried Chicken Original Recipe Skin And Breading,Fast Foods,384.0,28.01,14.17,18.79,0.0,0.0,6.343,117,0.88,244,25,20,0.0,0.32,1.2,252,1042,0.87,0.082,0.298,17.2,0.08,0.197,5.42,0.14,0,0.0,0,0.0
170739,KFC Fried Chicken Original Recipe Breast Meat Only Skin And Breading Removed,Fast Foods,149.0,4.56,26.89,0.0,0.0,0.0,1.03,25,0.53,285,27,5,0.0,0.26,0.33,255,499,0.97,0.063,0.042,33.1,0.102,0.223,8.667,0.28,0,93.4,0,0.0
170740,KFC Fried Chicken Original Recipe Drumstick Meat Only Skin And Breading Removed,Fast Foods,175.0,7.66,26.3,0.11,0.0,0.0,1.838,16,1.04,273,23,0,0.0,0.64,0.0,223,524,2.5,0.083,0.056,30.9,0.05,0.264,5.277,0.248,0,0.0,0,0.0
