ID,name,Food Group,Calories,Fat,Protein,Carbohydrate,Sugars,Fiber,Saturated Fat,Calcium,Iron,Potassium,Magnesium,Vitamin A,Vitamin C,Vitamin B12,Vitamin E,Phosphorus,Sodium,Zinc,Copper,Manganese,Selenium,Thiamin,Riboflavin,Niacin,Vitamin B6,Folate,Choline,Vitamin D,Vitamin K
789098,Sugar Cinnamon,Sweets,377.0,0.09,0.28,98.63,92.99,3.7,0.024,71,0.63,32,4,1,0.3,0.0,0.16,4,2,0.14,0.03,0.0,0.8,0.002,0.021,0.09300000000000000,0.011000000000000000,0,0.8,0,2.2
170674,Sugar Turbinado,Sweets,399.0,0.0,0.0,99.8,99.19,0.0,0.0,12,0.37,29,2,0,0.0,0.0,0.0,1,3,0.03,0.009000000000000000,0.046,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
789120,Sugar White And Water Syrup,Sweets,304.0,0.0,0.0,78.48,78.34,0.0,0.0,2,0.04,2,0,0,0.0,0.0,0.0,0,3,0.01,0.01,0.0,0.5,0.0,0.015,0.0,0.0,0,0.0,0,0.0
170656,Sugar-Coated Almonds,Sweets,465.0,17.93,10.0,68.26,62.5,2.5,1.9480000000000000,100,1.9,255,137,0,0.0,0.0,12.36,166,13,1.56,0.586,1.121,1.7,0.05,0.27,1.0,0.06,15,26.0,0,0.0
168833,Sugars Brown,Sweets,380.0,0.0,0.12,98.09,97.02,0.0,0.0,83,0.71,133,9,0,0.0,0.0,0.0,4,28,0.03,0.047,0.064,1.2,0.0,0.0,0.11,0.041000000000000000,1,2.3,0,0.0
167977,Sweet Chocolate,Sweets,507.0,34.2,3.9,60.4,51.48,5.5,20.08,24,2.76,290,113,0,0.0,0.0,0.26,147,16,1.5,0.574,0.494,2.8,0.02,0.24,0.67,0.043,3,29.9,0,6.3
789164,Sweet Potato Paste,Sweets,294.0,0.04,0.41,75.3,71.58,0.8,0.009000000000000000,9,0.25,70,5,236,3.8,0.0,0.28,10,9,0.07,0.033,0.0,0.5,0.017,0.027000000000000000,0.161,0.05,2,3.2,0,0.6
167743,Syrup Cane,Sweets,269.0,0.0,0.0,73.14,73.2,0.0,0.0,13,3.6,63,10,0,0.0,0.0,0.0,8,58,0.19,0.02,0.0,0.7,0.13,0.06,0.1,0.0,0,0.0,0,0.0
789147,Syrup Dietetic,Sweets,52.0,0.0,0.8,12.13,0.01,0.7,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,210,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0.0,0,0.0
167957,Syrup Fruit Flavored,Sweets,261.0,0.02,0.0,65.1,65.0,0.0,0.0,0,0.03,1,1,0,0.0,0.0,0.0,0,0,0.06,0.007000000000000000,0.002,0.4,0.007000000000000000,0.011000000000000000,0.0,0.0,0,0.0,0,0.0
170276,Syrup Maple Canadian,Sweets,270.0,0.0,0.0,67.38,59.92,0.0,0.0,109,0.11,225,21,0,0.0,0.0,0.0,0,9,0.7,0.0,2.3,0.0,0.066,1.27,0.081,0.0,0,0.0,0,0.0
170681,Syrup Chocolate,Sweets,269.0,0.0,0.0,67.21,60.0,0.0,0.0,0,0.0,122,40,0,0.0,0.0,0.01,58,150,0.55,0.308,0.308,1.5,0.006,0.031,0.17300000000000000,0.009000000000000000,3,0.9,0,0.2
168836,Syrups Corn Dark,Sweets,286.0,0.0,0.0,77.59,77.59,0.0,0.0,18,0.37,44,8,0,0.0,0.0,0.0,11,155,0.04,0.053,0.1,2.9,0.011000000000000000,0.009000000000000000,0.02,0.009000000000000000,0,13.3,0,0.0
168837,Syrups Corn Light,Sweets,283.0,0.2,0.0,76.79,76.77,0.0,0.0,13,0.0,1,1,0,0.0,0.0,0.0,0,62,0.44,0.0,0.0,0.7,0.059000000000000000,0.0,0.0,0.0,0,0.0,0,0.0
168088,Syrups Grenadine,Sweets,268.0,0.0,0.0,66.91,46.55,0.0,0.0,6,0.05,28,4,0,0.0,0.0,0.0,4,27,0.13,0.026000000000000000,0.0,0.6,0.0,0.01,0.0,0.0,0,0.0,0,0.0
169660,Syrups Malt,Sweets,318.0,0.0,6.2,71.3,71.3,0.0,0.0,61,0.96,320,72,0,0.0,0.0,0.0,236,35,0.14,0.2,0.1,12.3,0.011000000000000000,0.39300000000000000,8.12,0.5,12,0.0,0,0.0
169661,Syrups Maple,Sweets,260.0,0.06,0.04,67.04,60.46,0.0,0.007000000000000000,102,0.11,212,21,0,0.0,0.0,0.0,2,12,1.47,0.018000000000000000,2.908,0.6,0.066,1.27,0.081,0.002,0,1.6,0,0.0
169662,Syrups Sorghum,Sweets,290.0,0.0,0.0,74.9,74.9,0.0,0.0,150,3.8,1000,100,0,0.0,0.0,0.0,56,8,0.41,0.13,1.53,1.7,0.1,0.155,0.1,0.67,0,13.3,0,0.0
169878,Syrups Sugar Free,Sweets,51.0,0.0,0.8,11.99,0.01,0.7,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,210,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0.0,0,0.0
789321,Taffy,Sweets,400.0,8.03,0.81,82.15,55.59,0.0,7.208000000000000,9,0.06,12,2,0,44.2,0.02,0.32,11,75,0.12,0.016,0.0,0.9,0.016,0.012,0.021,0.002,1,0.6,0,1.6
789248,Tamarind Candy,Sweets,368.0,0.0,0.0,91.96,78.57,2.5,0.0,0,0.0,309,45,1,0.0,0.0,0.05,56,1643,0.08,0.048,0.0,1.0,0.212,0.085,0.95,0.032,7,4.2,0,1.4
789324,Toffee Chocolate-Coated With Nuts,Sweets,446.0,18.22,7.62,66.83,56.2,1.8,7.258000000000000,149,1.19,309,45,24,0.3,0.4,1.27,167,179,1.24,0.261,0.0,3.1,0.161,0.258,1.4180000000000000,0.081,30,23.0,0,2.7
789322,Toffee Plain,Sweets,388.0,8.22,4.67,78.17,66.5,0.0,2.5140000000000000,140,0.14,217,17,12,0.4,0.3,0.47,116,249,0.45,0.018000000000000000,0.0,1.8,0.105,0.26,0.15,0.057,4,8.1,0,1.8
789138,Topping Chocolate Flavored Hazelnut Spread,Sweets,541.0,29.73,5.41,62.16,54.05,5.4,28.423000000000000,108,4.38,407,64,1,0.0,0.27,4.96,152,41,1.06,0.469,0.0,3.6,0.085,0.17,0.42700000000000000,0.08200000000000000,14,17.6,0,1.9
789148,Topping Dietetic,Sweets,52.0,0.0,0.8,12.13,0.01,0.7,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,210,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0.0,0,0.0
789139,Topping Milk Chocolate With Cereal,Sweets,623.0,50.56,5.35,41.77,35.74,2.3,16.553,131,1.86,259,43,46,0.4,0.56,2.78,145,60,1.6,0.342,0.0,3.2,0.092,0.226,0.47,0.038,13,32.1,0,11.4
167956,Topping Smuckers Magic Shell,Sweets,609.0,44.1,2.94,50.07,47.06,2.9,20.59,0,0.0,73,15,6,0.0,0.08,9.85,54,29,0.45,0.133,0.14800000000000000,1.0,0.016,0.058000000000000000,0.105,0.013000000000000000,6,9.4,0,1.8
168841,Toppings Butterscotch Or Caramel,Sweets,216.0,0.0,1.21,57.01,57.0,0.0,0.0,49,0.0,66,5,19,0.5,0.18,0.05,39,341,0.0,0.0,0.029000000000000000,1.3,0.0,0.0,0.0,0.0,2,6.6,0,0.0
169664,Toppings Marshmallow Cream,Sweets,322.0,0.3,0.8,79.0,46.8,0.1,0.056000000000000000,3,0.22,5,2,0,0.0,0.0,0.0,8,80,0.04,0.095,0.008,1.9,0.001,0.001,0.076,0.002,1,0.1,0,0.0
169666,Toppings Nuts In Syrup,Sweets,448.0,22.0,4.5,58.08,36.72,2.3,1.96,35,1.05,151,54,0,0.3,0.0,0.23,118,42,1.05,0.54,1.207,2.1,0.18,0.12,0.373,0.17800000000000000,26,11.8,0,0.9
169665,Toppings Pineapple,Sweets,253.0,0.1,0.1,66.4,21.01,0.4,0.018000000000000000,6,0.12,43,6,1,3.1,0.0,0.01,3,42,0.05,0.052000000000000000,0.07,0.7,0.038,0.018000000000000000,0.10100000000000000,0.028000000000000000,2,1.6,0,0.2
168758,Toppings Strawberry,Sweets,254.0,0.1,0.2,66.3,27.38,0.7,0.005,6,0.28,51,4,1,13.7,0.0,0.1,5,21,0.06,0.032,0.16700000000000000,0.8,0.011000000000000000,0.024,0.161,0.012,6,9.8,0,0.7
789325,Truffles,Sweets,511.0,31.93,6.77,49.61,43.09,2.8,20.019000000000000,167,1.96,323,53,126,0.1,0.65,0.62,181,86,1.94,0.408,0.0,4.2,0.096,0.275,0.33,0.035,11,41.1,0,5.4
167568,Unsweetened Baking Chocolate,Sweets,642.0,52.31,14.32,28.42,0.91,16.6,32.277,101,17.4,830,327,0,0.0,0.0,0.4,400,24,9.63,3.233,4.167,8.1,0.147,0.1,1.355,0.027000000000000000,28,45.7,0,9.7
167571,White Chocolate,Sweets,539.0,32.09,5.87,59.24,59.0,0.2,19.412,199,0.24,286,12,9,0.5,0.56,0.96,176,90,0.74,0.06,0.008,4.5,0.063,0.282,0.745,0.056000000000000000,7,29.5,0,9.1
789191,Yokan,Sweets,131.0,0.16,2.86,30.56,24.59,2.0,0.057,15,0.59,120,14,0,0.3,0.0,0.01,49,119,0.29,0.084,0.0,0.9,0.046,0.035,0.215,0.035,10,14.1,0,1.9
168776,York Bites,Sweets,394.0,7.32,1.78,81.64,75.0,2.0,4.43,10,0.94,108,1,0,0.0,0.0,0.0,3,46,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
167982,York Peppermint Pattie,Sweets,384.0,7.17,2.19,80.99,63.78,2.0,4.34,11,0.92,111,0,0,0.0,0.0,0.0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
783961,Zabaglione,Sweets,255.0,7.65,4.67,29.06,25.2,0.0,2.752,41,0.92,78,6,110,0.0,0.45,0.74,117,19,0.7,0.046,0.0,16.5,0.05,0.142,0.11200000000000000,0.086,32,191.6,0,0.2
